************************************************************************
Output generated by CrystalDiffract 6 for Windows                       
Copyright (c) 1996-2018 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************

This file looks best in a non-proportional font, e.g., Courier

  h   k   l    d(hkl)  2-Theta    Intensity  I/Imax   m    N       Lp
  0   8   1   0.78902   1.2674  7.04429e+02    0.2%   2   65   42.634
  8   0   1   0.78902   1.2674  7.70087e+02    0.2%   2   65   42.634
  5   6  -2   0.78902   1.2674  5.57172e+02    0.1%   2   65   42.634
  0   1   8   0.78902   1.2674  3.43933e+02    0.1%   2   65   42.634
  8  -1   0   0.78902   1.2674  7.78575e+02    0.2%   2   65   42.634
  8   0  -1   0.78902   1.2674  7.70087e+02    0.2%   2   65   42.634
  1   0  -8   0.78902   1.2674  4.53807e+02    0.1%   2   65   42.634
  0   1  -8   0.78902   1.2674  3.43933e+02    0.1%   2   65   42.634
  1  -8   0   0.78902   1.2674  6.51597e+02    0.1%   2   65   42.634
  0   8  -1   0.78902   1.2674  7.04429e+02    0.2%   2   65   42.634
  7   0  -4   0.78902   1.2674  5.74271e+02    0.1%   2   65   42.634
  2  -5   6   0.78902   1.2674  7.76542e+02    0.2%   2   65   42.634
  6   2  -5   0.78902   1.2674  4.32582e+02    0.1%   2   65   42.634
  4   0  -7   0.78902   1.2674  5.28828e+02    0.1%   2   65   42.634
  7  -4   0   0.78902   1.2674  6.42618e+02    0.1%   2   65   42.634
  0   4  -7   0.78902   1.2674  4.71327e+02    0.1%   2   65   42.634
  2   6  -5   0.78902   1.2674  8.00269e+02    0.2%   2   65   42.634
  0   7  -4   0.78902   1.2674  6.73274e+02    0.1%   2   65   42.634
  4  -7   0   0.78902   1.2674  7.18250e+02    0.2%   2   65   42.634
  6  -5   2   0.78902   1.2674  5.53951e+02    0.1%   2   65   42.634
 -5   2   6   0.78902   1.2674  4.75757e+02    0.1%   2   65   42.634
 -5   6   2   0.78902   1.2674  5.57161e+02    0.1%   2   65   42.634
  2   5  -6   0.78902   1.2674  7.76541e+02    0.2%   2   65   42.634
  5  -6   2   0.78902   1.2674  5.57161e+02    0.1%   2   65   42.634
  5   2  -6   0.78902   1.2674  4.75764e+02    0.1%   2   65   42.634
 -6   5   2   0.78902   1.2674  5.53951e+02    0.1%   2   65   42.634
  2  -6   5   0.78902   1.2674  8.00271e+02    0.2%   2   65   42.634
 -6   2   5   0.78902   1.2674  4.32576e+02    0.1%   2   65   42.634
  4   5   5   0.78302   1.2771  1.20940e+01    0.0%   2   66   42.309
  5   4   5   0.78302   1.2771  4.11836e+01    0.0%   2   66   42.309
  5   5   4   0.78302   1.2771  3.79047e+01    0.0%   2   66   42.309
  4   7   1   0.78302   1.2771  2.87220e+00    0.0%   2   66   42.309
  1   7   4   0.78302   1.2771  1.13526e+01    0.0%   2   66   42.309
  7   1   4   0.78302   1.2771  2.21304e+01    0.0%   2   66   42.309
  7   4   1   0.78302   1.2771  1.22572e+01    0.0%   2   66   42.309
  4   1   7   0.78302   1.2771  2.34545e+01    0.0%   2   66   42.309
  1   4   7   0.78302   1.2771  2.53635e+01    0.0%   2   66   42.309
  7   4  -1   0.78302   1.2771  1.22572e+01    0.0%   2   66   42.309
 -1   4   7   0.78302   1.2771  2.53639e+01    0.0%   2   66   42.309
 -1   7   4   0.78302   1.2771  1.13526e+01    0.0%   2   66   42.309
  7  -1   4   0.78302   1.2771  2.21301e+01    0.0%   2   66   42.309
  1   8   1   0.78302   1.2771  1.34751e+01    0.0%   2   66   42.309
  1   1   8   0.78302   1.2771  4.22286e+01    0.0%   2   66   42.309
  4  -1   7   0.78302   1.2771  2.34547e+01    0.0%   2   66   42.309
  8   1   1   0.78302   1.2771  3.37949e+00    0.0%   2   66   42.309
  4   7  -1   0.78302   1.2771  2.87220e+00    0.0%   2   66   42.309
  8  -1   1   0.78302   1.2771  3.37775e+00    0.0%   2   66   42.309
  1   8  -1   0.78302   1.2771  1.34751e+01    0.0%   2   66   42.309
  8   1  -1   0.78302   1.2771  3.37949e+00    0.0%   2   66   42.309
 -1   8   1   0.78302   1.2771  1.34751e+01    0.0%   2   66   42.309
  1  -1   8   0.78302   1.2771  4.22287e+01    0.0%   2   66   42.309
 -1   1   8   0.78302   1.2771  4.22287e+01    0.0%   2   66   42.309
 -8   1   1   0.78302   1.2771  3.37775e+00    0.0%   2   66   42.309
  1  -8   1   0.78302   1.2771  1.34751e+01    0.0%   2   66   42.309
 -4   5   5   0.78302   1.2771  1.20944e+01    0.0%   2   66   42.309
  5  -4   5   0.78302   1.2771  4.11863e+01    0.0%   2   66   42.309
  1   1  -8   0.78302   1.2771  4.22286e+01    0.0%   2   66   42.309
  5   5  -4   0.78302   1.2771  3.79047e+01    0.0%   2   66   42.309
  4  -5   5   0.78302   1.2771  1.20944e+01    0.0%   2   66   42.309
 -4   7   1   0.78302   1.2771  2.87216e+00    0.0%   2   66   42.309
  5  -5   4   0.78302   1.2771  3.79071e+01    0.0%   2   66   42.309
  7   1  -4   0.78302   1.2771  2.21304e+01    0.0%   2   66   42.309
  1   7  -4   0.78302   1.2771  1.13526e+01    0.0%   2   66   42.309
  7  -4   1   0.78302   1.2771  1.22578e+01    0.0%   2   66   42.309
 -5   4   5   0.78302   1.2771  4.11863e+01    0.0%   2   66   42.309
 -5   5   4   0.78302   1.2771  3.79071e+01    0.0%   2   66   42.309
  4   5  -5   0.78302   1.2771  1.20940e+01    0.0%   2   66   42.309
  5   4  -5   0.78302   1.2771  4.11836e+01    0.0%   2   66   42.309
  1  -4   7   0.78302   1.2771  2.53639e+01    0.0%   2   66   42.309
 -4   1   7   0.78302   1.2771  2.34547e+01    0.0%   2   66   42.309
  1   4  -7   0.78302   1.2771  2.53635e+01    0.0%   2   66   42.309
 -7   4   1   0.78302   1.2771  1.22578e+01    0.0%   2   66   42.309
  4  -7   1   0.78302   1.2771  2.87216e+00    0.0%   2   66   42.309
 -7   1   4   0.78302   1.2771  2.21301e+01    0.0%   2   66   42.309
  1  -7   4   0.78302   1.2771  1.13526e+01    0.0%   2   66   42.309
  4   1  -7   0.78302   1.2771  2.34545e+01    0.0%   2   66   42.309
  3   3   7   0.77716   1.2867  2.20253e+02    0.0%   2   67   41.993
  7   3   3   0.77716   1.2867  2.91014e+02    0.1%   2   67   41.993
  3   7   3   0.77716   1.2867  1.77696e+02    0.0%   2   67   41.993
  3   7  -3   0.77716   1.2867  1.77696e+02    0.0%   2   67   41.993
  7   3  -3   0.77716   1.2867  2.91014e+02    0.1%   2   67   41.993
 -3   7   3   0.77716   1.2867  1.77693e+02    0.0%   2   67   41.993
  7  -3   3   0.77716   1.2867  2.91017e+02    0.1%   2   67   41.993
 -3   3   7   0.77716   1.2867  2.20252e+02    0.0%   2   67   41.993
  3  -3   7   0.77716   1.2867  2.20252e+02    0.0%   2   67   41.993
 -7   3   3   0.77716   1.2867  2.91017e+02    0.1%   2   67   41.993
  3  -7   3   0.77716   1.2867  1.77693e+02    0.0%   2   67   41.993
  3   3  -7   0.77716   1.2867  2.20253e+02    0.0%   2   67   41.993
  4   6   4   0.77142   1.2963  1.72482e+03    0.4%   2   68   41.683
  6   4   4   0.77142   1.2963  2.07498e+03    0.4%   2   68   41.683
  4   4   6   0.77142   1.2963  1.84092e+03    0.4%   2   68   41.683
  2   8   0   0.77142   1.2963  1.78480e+03    0.4%   2   68   41.683
  8   0   2   0.77142   1.2963  1.63147e+03    0.4%   2   68   41.683
  0   8   2   0.77142   1.2963  1.77382e+03    0.4%   2   68   41.683
  0   2   8   0.77142   1.2963  2.23082e+03    0.5%   2   68   41.683
  2   0   8   0.77142   1.2963  1.72930e+03    0.4%   2   68   41.683
  8   2   0   0.77142   1.2963  1.62977e+03    0.4%   2   68   41.683
  0   8  -2   0.77142   1.2963  1.77382e+03    0.4%   2   68   41.683
  2   0  -8   0.77142   1.2963  1.72930e+03    0.4%   2   68   41.683
  8   0  -2   0.77142   1.2963  1.63147e+03    0.4%   2   68   41.683
  2  -8   0   0.77142   1.2963  1.78479e+03    0.4%   2   68   41.683
  0   2  -8   0.77142   1.2963  2.23082e+03    0.5%   2   68   41.683
  8  -2   0   0.77142   1.2963  1.62977e+03    0.4%   2   68   41.683
  4  -4   6   0.77142   1.2963  1.84093e+03    0.4%   2   68   41.683
 -4   6   4   0.77142   1.2963  1.72482e+03    0.4%   2   68   41.683
  6  -4   4   0.77142   1.2963  2.07500e+03    0.4%   2   68   41.683
  4   6  -4   0.77142   1.2963  1.72482e+03    0.4%   2   68   41.683
  6   4  -4   0.77142   1.2963  2.07498e+03    0.4%   2   68   41.683
 -4   4   6   0.77142   1.2963  1.84093e+03    0.4%   2   68   41.683
  4   4  -6   0.77142   1.2963  1.84092e+03    0.4%   2   68   41.683
  4  -6   4   0.77142   1.2963  1.72482e+03    0.4%   2   68   41.683
 -6   4   4   0.77142   1.2963  2.07500e+03    0.4%   2   68   41.683
  4   2   7   0.76581   1.3058  5.21629e+02    0.1%   2   69   41.380
  2   4   7   0.76581   1.3058  6.09580e+02    0.1%   2   69   41.380
  7   4   2   0.76581   1.3058  5.46773e+02    0.1%   2   69   41.380
  7   2   4   0.76581   1.3058  5.03115e+02    0.1%   2   69   41.380
  4   7   2   0.76581   1.3058  6.10197e+02    0.1%   2   69   41.380
  2   7   4   0.76581   1.3058  6.29827e+02    0.1%   2   69   41.380
  2   1   8   0.76581   1.3058  6.00406e+02    0.1%   2   69   41.380
  8   2   1   0.76581   1.3058  6.61634e+02    0.1%   2   69   41.380
  8   1   2   0.76581   1.3058  6.60754e+02    0.1%   2   69   41.380
  1   2   8   0.76581   1.3058  4.47225e+02    0.1%   2   69   41.380
  1   8   2   0.76581   1.3058  5.54263e+02    0.1%   2   69   41.380
  2   8   1   0.76581   1.3058  5.69409e+02    0.1%   2   69   41.380
  8  -1   2   0.76581   1.3058  6.60752e+02    0.1%   2   69   41.380
  8   2  -1   0.76581   1.3058  6.61634e+02    0.1%   2   69   41.380
 -1   8   2   0.76581   1.3058  5.54263e+02    0.1%   2   69   41.380
 -2   7   4   0.76581   1.3058  6.29829e+02    0.1%   2   69   41.380
 -2   4   7   0.76581   1.3058  6.09580e+02    0.1%   2   69   41.380
  4   7  -2   0.76581   1.3058  6.10197e+02    0.1%   2   69   41.380
  7   4  -2   0.76581   1.3058  5.46773e+02    0.1%   2   69   41.380
  7  -2   4   0.76581   1.3058  5.03111e+02    0.1%   2   69   41.380
  2   8  -1   0.76581   1.3058  5.69409e+02    0.1%   2   69   41.380
  4  -2   7   0.76581   1.3058  5.21627e+02    0.1%   2   69   41.380
 -1   2   8   0.76581   1.3058  4.47224e+02    0.1%   2   69   41.380
  2  -1   8   0.76581   1.3058  6.00406e+02    0.1%   2   69   41.380
  8  -2   1   0.76581   1.3058  6.61632e+02    0.1%   2   69   41.380
 -2   8   1   0.76581   1.3058  5.69412e+02    0.1%   2   69   41.380
  1   8  -2   0.76581   1.3058  5.54263e+02    0.1%   2   69   41.380
  8   1  -2   0.76581   1.3058  6.60754e+02    0.1%   2   69   41.380
 -2   1   8   0.76581   1.3058  6.00406e+02    0.1%   2   69   41.380
  1  -2   8   0.76581   1.3058  4.47224e+02    0.1%   2   69   41.380
 -8   1   2   0.76581   1.3058  6.60752e+02    0.1%   2   69   41.380
  1  -8   2   0.76581   1.3058  5.54263e+02    0.1%   2   69   41.380
  2  -8   1   0.76581   1.3058  5.69412e+02    0.1%   2   69   41.380
 -4   7   2   0.76581   1.3058  6.10197e+02    0.1%   2   69   41.380
  2   1  -8   0.76581   1.3058  6.00406e+02    0.1%   2   69   41.380
  2  -4   7   0.76581   1.3058  6.09580e+02    0.1%   2   69   41.380
  7   2  -4   0.76581   1.3058  5.03115e+02    0.1%   2   69   41.380
  2   7  -4   0.76581   1.3058  6.29827e+02    0.1%   2   69   41.380
 -4   2   7   0.76581   1.3058  5.21627e+02    0.1%   2   69   41.380
 -8   2   1   0.76581   1.3058  6.61632e+02    0.1%   2   69   41.380
  1   2  -8   0.76581   1.3058  4.47225e+02    0.1%   2   69   41.380
  7  -4   2   0.76581   1.3058  5.46768e+02    0.1%   2   69   41.380
  4  -7   2   0.76581   1.3058  6.10197e+02    0.1%   2   69   41.380
  4   2  -7   0.76581   1.3058  5.21629e+02    0.1%   2   69   41.380
  2   4  -7   0.76581   1.3058  6.09580e+02    0.1%   2   69   41.380
  2  -7   4   0.76581   1.3058  6.29829e+02    0.1%   2   69   41.380
 -7   2   4   0.76581   1.3058  5.03111e+02    0.1%   2   69   41.380
 -7   4   2   0.76581   1.3058  5.46768e+02    0.1%   2   69   41.380
  6   5   3   0.76032   1.3152  2.04376e+01    0.0%   2   70   41.083
  6   3   5   0.76032   1.3152  3.99144e+01    0.0%   2   70   41.083
  5   6   3   0.76032   1.3152  2.59719e+01    0.0%   2   70   41.083
  3   6   5   0.76032   1.3152  1.77353e+01    0.0%   2   70   41.083
  5   3   6   0.76032   1.3152  3.22135e+01    0.0%   2   70   41.083
  3   5   6   0.76032   1.3152  1.68036e+01    0.0%   2   70   41.083
  6   5  -3   0.76032   1.3152  2.04376e+01    0.0%   2   70   41.083
  5  -3   6   0.76032   1.3152  3.22152e+01    0.0%   2   70   41.083
 -3   5   6   0.76032   1.3152  1.68031e+01    0.0%   2   70   41.083
 -3   6   5   0.76032   1.3152  1.77352e+01    0.0%   2   70   41.083
  6  -3   5   0.76032   1.3152  3.99171e+01    0.0%   2   70   41.083
  5   6  -3   0.76032   1.3152  2.59719e+01    0.0%   2   70   41.083
  6   3  -5   0.76032   1.3152  3.99144e+01    0.0%   2   70   41.083
 -5   3   6   0.76032   1.3152  3.22152e+01    0.0%   2   70   41.083
  3   6  -5   0.76032   1.3152  1.77353e+01    0.0%   2   70   41.083
  6  -5   3   0.76032   1.3152  2.04397e+01    0.0%   2   70   41.083
 -5   6   3   0.76032   1.3152  2.59728e+01    0.0%   2   70   41.083
  3  -5   6   0.76032   1.3152  1.68031e+01    0.0%   2   70   41.083
  3   5  -6   0.76032   1.3152  1.68036e+01    0.0%   2   70   41.083
  3  -6   5   0.76032   1.3152  1.77352e+01    0.0%   2   70   41.083
 -6   3   5   0.76032   1.3152  3.99171e+01    0.0%   2   70   41.083
  5  -6   3   0.76032   1.3152  2.59728e+01    0.0%   2   70   41.083
 -6   5   3   0.76032   1.3152  2.04397e+01    0.0%   2   70   41.083
  5   3  -6   0.76032   1.3152  3.22135e+01    0.0%   2   70   41.083
  8   2   2   0.74969   1.3339  1.39360e+03    0.3%   2   72   40.508
  6   0   6   0.74969   1.3339  2.00444e+03    0.4%   2   72   40.508
  2   2   8   0.74969   1.3339  1.48117e+03    0.3%   2   72   40.508
  6   6   0   0.74969   1.3339  1.57778e+03    0.3%   2   72   40.508
  2   8   2   0.74969   1.3339  1.52421e+03    0.3%   2   72   40.508
  0   6   6   0.74969   1.3339  1.63016e+03    0.4%   2   72   40.508
 -2   8   2   0.74969   1.3339  1.52421e+03    0.3%   2   72   40.508
 -2   2   8   0.74969   1.3339  1.48117e+03    0.3%   2   72   40.508
  2   8  -2   0.74969   1.3339  1.52421e+03    0.3%   2   72   40.508
  8   2  -2   0.74969   1.3339  1.39360e+03    0.3%   2   72   40.508
  8  -2   2   0.74969   1.3339  1.39360e+03    0.3%   2   72   40.508
  2  -2   8   0.74969   1.3339  1.48117e+03    0.3%   2   72   40.508
 -8   2   2   0.74969   1.3339  1.39360e+03    0.3%   2   72   40.508
  2   2  -8   0.74969   1.3339  1.48117e+03    0.3%   2   72   40.508
  2  -8   2   0.74969   1.3339  1.52421e+03    0.3%   2   72   40.508
  6   0  -6   0.74969   1.3339  2.00444e+03    0.4%   2   72   40.508
  0   6  -6   0.74969   1.3339  1.63016e+03    0.4%   2   72   40.508
  6  -6   0   0.74969   1.3339  1.57780e+03    0.3%   2   72   40.508
  1   6   6   0.74453   1.3431  4.62442e+02    0.1%   2   73   40.230
  6   6   1   0.74453   1.3431  4.55873e+02    0.1%   2   73   40.230
  6   1   6   0.74453   1.3431  2.85450e+02    0.1%   2   73   40.230
  3   0   8   0.74453   1.3431  5.05993e+02    0.1%   2   73   40.230
  0   8   3   0.74453   1.3431  5.11023e+02    0.1%   2   73   40.230
  8   3   0   0.74453   1.3431  5.53723e+02    0.1%   2   73   40.230
  3   8   0   0.74453   1.3431  5.46433e+02    0.1%   2   73   40.230
  6  -1   6   0.74453   1.3431  2.85448e+02    0.1%   2   73   40.230
  6   6  -1   0.74453   1.3431  4.55873e+02    0.1%   2   73   40.230
  0   3   8   0.74453   1.3431  3.36647e+02    0.1%   2   73   40.230
  8   0   3   0.74453   1.3431  5.57973e+02    0.1%   2   73   40.230
 -1   6   6   0.74453   1.3431  4.62441e+02    0.1%   2   73   40.230
  0   8  -3   0.74453   1.3431  5.11023e+02    0.1%   2   73   40.230
  8   0  -3   0.74453   1.3431  5.57973e+02    0.1%   2   73   40.230
  0   3  -8   0.74453   1.3431  3.36647e+02    0.1%   2   73   40.230
  3   0  -8   0.74453   1.3431  5.05993e+02    0.1%   2   73   40.230
  8  -3   0   0.74453   1.3431  5.53723e+02    0.1%   2   73   40.230
  3  -8   0   0.74453   1.3431  5.46439e+02    0.1%   2   73   40.230
  1   6  -6   0.74453   1.3431  4.62442e+02    0.1%   2   73   40.230
  6  -6   1   0.74453   1.3431  4.55863e+02    0.1%   2   73   40.230
 -6   6   1   0.74453   1.3431  4.55863e+02    0.1%   2   73   40.230
 -6   1   6   0.74453   1.3431  2.85448e+02    0.1%   2   73   40.230
  1  -6   6   0.74453   1.3431  4.62441e+02    0.1%   2   73   40.230
  6   1  -6   0.74453   1.3431  2.85450e+02    0.1%   2   73   40.230
  4   7   3   0.73949   1.3523  2.39242e+00    0.0%   2   74   39.957
  7   4   3   0.73949   1.3523  9.22335e+00    0.0%   2   74   39.957
  7   3   4   0.73949   1.3523  1.37601e+01    0.0%   2   74   39.957
  3   4   7   0.73949   1.3523  1.01442e+01    0.0%   2   74   39.957
  3   7   4   0.73949   1.3523  9.25617e+00    0.0%   2   74   39.957
  4   3   7   0.73949   1.3523  1.00931e+01    0.0%   2   74   39.957
  1   8   3   0.73949   1.3523  1.00358e+01    0.0%   2   74   39.957
  3   8   1   0.73949   1.3523  6.22833e+00    0.0%   2   74   39.957
  8   1   3   0.73949   1.3523  2.51059e+00    0.0%   2   74   39.957
  8   3   1   0.73949   1.3523  3.79256e+00    0.0%   2   74   39.957
  7   5   0   0.73949   1.3523  5.24430e+00    0.0%   2   74   39.957
  3   1   8   0.73949   1.3523  6.67445e+00    0.0%   2   74   39.957
  1   3   8   0.73949   1.3523  1.96275e+01    0.0%   2   74   39.957
  5   7   0   0.73949   1.3523  2.12959e+01    0.0%   2   74   39.957
  5   0   7   0.73949   1.3523  5.69387e+01    0.0%   2   74   39.957
  7   0   5   0.73949   1.3523  1.48308e+01    0.0%   2   74   39.957
  0   7   5   0.73949   1.3523  1.76615e+01    0.0%   2   74   39.957
  0   5   7   0.73949   1.3523  2.46447e+01    0.0%   2   74   39.957
  3  -1   8   0.73949   1.3523  6.67386e+00    0.0%   2   74   39.957
  8   3  -1   0.73949   1.3523  3.79256e+00    0.0%   2   74   39.957
 -1   3   8   0.73949   1.3523  1.96277e+01    0.0%   2   74   39.957
 -1   8   3   0.73949   1.3523  1.00358e+01    0.0%   2   74   39.957
  3   8  -1   0.73949   1.3523  6.22833e+00    0.0%   2   74   39.957
  8  -1   3   0.73949   1.3523  2.50939e+00    0.0%   2   74   39.957
 -3   7   4   0.73949   1.3523  9.25617e+00    0.0%   2   74   39.957
  7  -3   4   0.73949   1.3523  1.37606e+01    0.0%   2   74   39.957
  7   4  -3   0.73949   1.3523  9.22335e+00    0.0%   2   74   39.957
 -3   4   7   0.73949   1.3523  1.01436e+01    0.0%   2   74   39.957
  4  -3   7   0.73949   1.3523  1.00933e+01    0.0%   2   74   39.957
  4   7  -3   0.73949   1.3523  2.39242e+00    0.0%   2   74   39.957
 -3   8   1   0.73949   1.3523  6.22810e+00    0.0%   2   74   39.957
  1   8  -3   0.73949   1.3523  1.00358e+01    0.0%   2   74   39.957
  8  -3   1   0.73949   1.3523  3.79147e+00    0.0%   2   74   39.957
  8   1  -3   0.73949   1.3523  2.51059e+00    0.0%   2   74   39.957
  3  -4   7   0.73949   1.3523  1.01436e+01    0.0%   2   74   39.957
  1  -3   8   0.73949   1.3523  1.96277e+01    0.0%   2   74   39.957
  7  -4   3   0.73949   1.3523  9.22375e+00    0.0%   2   74   39.957
 -4   7   3   0.73949   1.3523  2.39239e+00    0.0%   2   74   39.957
 -3   1   8   0.73949   1.3523  6.67386e+00    0.0%   2   74   39.957
 -4   3   7   0.73949   1.3523  1.00933e+01    0.0%   2   74   39.957
  3   7  -4   0.73949   1.3523  9.25617e+00    0.0%   2   74   39.957
  7   3  -4   0.73949   1.3523  1.37601e+01    0.0%   2   74   39.957
  1   3  -8   0.73949   1.3523  1.96275e+01    0.0%   2   74   39.957
  3   1  -8   0.73949   1.3523  6.67445e+00    0.0%   2   74   39.957
  1  -8   3   0.73949   1.3523  1.00358e+01    0.0%   2   74   39.957
 -8   3   1   0.73949   1.3523  3.79147e+00    0.0%   2   74   39.957
 -8   1   3   0.73949   1.3523  2.50939e+00    0.0%   2   74   39.957
  3  -8   1   0.73949   1.3523  6.22810e+00    0.0%   2   74   39.957
  0   7  -5   0.73949   1.3523  1.76615e+01    0.0%   2   74   39.957
  0   5  -7   0.73949   1.3523  2.46447e+01    0.0%   2   74   39.957
  5  -7   0   0.73949   1.3523  2.12960e+01    0.0%   2   74   39.957
  7   0  -5   0.73949   1.3523  1.48308e+01    0.0%   2   74   39.957
  5   0  -7   0.73949   1.3523  5.69387e+01    0.0%   2   74   39.957
  7  -5   0   0.73949   1.3523  5.24458e+00    0.0%   2   74   39.957
  4  -7   3   0.73949   1.3523  2.39239e+00    0.0%   2   74   39.957
 -7   4   3   0.73949   1.3523  9.22375e+00    0.0%   2   74   39.957
  3   4  -7   0.73949   1.3523  1.01442e+01    0.0%   2   74   39.957
  4   3  -7   0.73949   1.3523  1.00931e+01    0.0%   2   74   39.957
 -7   3   4   0.73949   1.3523  1.37606e+01    0.0%   2   74   39.957
  3  -7   4   0.73949   1.3523  9.25617e+00    0.0%   2   74   39.957
  5   5   5   0.73454   1.3614  2.60186e+02    0.1%   2   75   39.690
  1   7   5   0.73454   1.3614  1.84174e+02    0.0%   2   75   39.690
  7   5   1   0.73454   1.3614  1.59377e+02    0.0%   2   75   39.690
  7   1   5   0.73454   1.3614  2.18135e+02    0.0%   2   75   39.690
  1   5   7   0.73454   1.3614  2.14036e+02    0.0%   2   75   39.690
  5   1   7   0.73454   1.3614  3.13454e+02    0.1%   2   75   39.690
  5   7   1   0.73454   1.3614  2.14507e+02    0.0%   2   75   39.690
  7  -1   5   0.73454   1.3614  2.18136e+02    0.0%   2   75   39.690
  5  -1   7   0.73454   1.3614  3.13456e+02    0.1%   2   75   39.690
 -1   7   5   0.73454   1.3614  1.84175e+02    0.0%   2   75   39.690
  5   7  -1   0.73454   1.3614  2.14507e+02    0.0%   2   75   39.690
 -1   5   7   0.73454   1.3614  2.14037e+02    0.0%   2   75   39.690
  7   5  -1   0.73454   1.3614  1.59377e+02    0.0%   2   75   39.690
  5   5  -5   0.73454   1.3614  2.60186e+02    0.1%   2   75   39.690
 -5   5   5   0.73454   1.3614  2.60192e+02    0.1%   2   75   39.690
  5  -5   5   0.73454   1.3614  2.60192e+02    0.1%   2   75   39.690
  1  -5   7   0.73454   1.3614  2.14037e+02    0.0%   2   75   39.690
  1   7  -5   0.73454   1.3614  1.84174e+02    0.0%   2   75   39.690
 -5   7   1   0.73454   1.3614  2.14511e+02    0.0%   2   75   39.690
  7   1  -5   0.73454   1.3614  2.18135e+02    0.0%   2   75   39.690
 -5   1   7   0.73454   1.3614  3.13456e+02    0.1%   2   75   39.690
  7  -5   1   0.73454   1.3614  1.59379e+02    0.0%   2   75   39.690
  1  -7   5   0.73454   1.3614  1.84175e+02    0.0%   2   75   39.690
  5   1  -7   0.73454   1.3614  3.13454e+02    0.1%   2   75   39.690
 -7   1   5   0.73454   1.3614  2.18136e+02    0.0%   2   75   39.690
 -7   5   1   0.73454   1.3614  1.59379e+02    0.0%   2   75   39.690
  5  -7   1   0.73454   1.3614  2.14511e+02    0.0%   2   75   39.690
  1   5  -7   0.73454   1.3614  2.14036e+02    0.0%   2   75   39.690
  2   6   6   0.72969   1.3704  1.18499e+03    0.3%   2   76   39.428
  6   2   6   0.72969   1.3704  1.60340e+03    0.3%   2   76   39.428
  6   6   2   0.72969   1.3704  1.35374e+03    0.3%   2   76   39.428
  6  -2   6   0.72969   1.3704  1.60341e+03    0.3%   2   76   39.428
  6   6  -2   0.72969   1.3704  1.35374e+03    0.3%   2   76   39.428
 -2   6   6   0.72969   1.3704  1.18499e+03    0.3%   2   76   39.428
 -6   6   2   0.72969   1.3704  1.35375e+03    0.3%   2   76   39.428
  2   6  -6   0.72969   1.3704  1.18499e+03    0.3%   2   76   39.428
 -6   2   6   0.72969   1.3704  1.60341e+03    0.3%   2   76   39.428
  2  -6   6   0.72969   1.3704  1.18499e+03    0.3%   2   76   39.428
  6  -6   2   0.72969   1.3704  1.35375e+03    0.3%   2   76   39.428
  6   2  -6   0.72969   1.3704  1.60340e+03    0.3%   2   76   39.428
  6   5   4   0.72494   1.3794  3.48626e+02    0.1%   2   77   39.171
  5   4   6   0.72494   1.3794  3.05663e+02    0.1%   2   77   39.171
  4   6   5   0.72494   1.3794  4.40045e+02    0.1%   2   77   39.171
  5   6   4   0.72494   1.3794  3.50523e+02    0.1%   2   77   39.171
  4   5   6   0.72494   1.3794  4.14399e+02    0.1%   2   77   39.171
  6   4   5   0.72494   1.3794  3.12024e+02    0.1%   2   77   39.171
  2   8   3   0.72494   1.3794  4.18489e+02    0.1%   2   77   39.171
  3   8   2   0.72494   1.3794  4.68940e+02    0.1%   2   77   39.171
  8   3   2   0.72494   1.3794  4.75142e+02    0.1%   2   77   39.171
  3   2   8   0.72494   1.3794  4.54576e+02    0.1%   2   77   39.171
  8   2   3   0.72494   1.3794  4.84388e+02    0.1%   2   77   39.171
  2   3   8   0.72494   1.3794  4.33786e+02    0.1%   2   77   39.171
 -2   8   3   0.72494   1.3794  4.18492e+02    0.1%   2   77   39.171
  8  -2   3   0.72494   1.3794  4.84387e+02    0.1%   2   77   39.171
  8   3  -2   0.72494   1.3794  4.75142e+02    0.1%   2   77   39.171
 -2   3   8   0.72494   1.3794  4.33785e+02    0.1%   2   77   39.171
  3  -2   8   0.72494   1.3794  4.54575e+02    0.1%   2   77   39.171
  3   8  -2   0.72494   1.3794  4.68940e+02    0.1%   2   77   39.171
  6   5  -4   0.72494   1.3794  3.48626e+02    0.1%   2   77   39.171
 -3   8   2   0.72494   1.3794  4.68945e+02    0.1%   2   77   39.171
 -3   2   8   0.72494   1.3794  4.54575e+02    0.1%   2   77   39.171
 -4   6   5   0.72494   1.3794  4.40044e+02    0.1%   2   77   39.171
 -4   5   6   0.72494   1.3794  4.14398e+02    0.1%   2   77   39.171
  6  -4   5   0.72494   1.3794  3.12017e+02    0.1%   2   77   39.171
  5   6  -4   0.72494   1.3794  3.50523e+02    0.1%   2   77   39.171
  2   8  -3   0.72494   1.3794  4.18489e+02    0.1%   2   77   39.171
  8   2  -3   0.72494   1.3794  4.84388e+02    0.1%   2   77   39.171
  5  -4   6   0.72494   1.3794  3.05657e+02    0.1%   2   77   39.171
  2  -3   8   0.72494   1.3794  4.33785e+02    0.1%   2   77   39.171
  8  -3   2   0.72494   1.3794  4.75141e+02    0.1%   2   77   39.171
  6   4  -5   0.72494   1.3794  3.12024e+02    0.1%   2   77   39.171
  6  -5   4   0.72494   1.3794  3.48619e+02    0.1%   2   77   39.171
